bdf5f667-9a6f-483e-a91f-40b8f0ceec95,U2,439.68,Uber,travel,London, UK,2026-02-27T01:07:47
6d4487d8-f0d7-495a-858f-435c6f29d34d,U3,535.12,Uber,travel,"Los Angeles, CA",2026-02-27T03:10:48
09e2fceb-a19e-4bf1-aefc-a1fd596f3f09,U1,258.83,Big Basket,groceries,"New York, NY",2026-02-27T03:10:51
e04b20ed-543d-4b4e-9302-9337a1a258a6,U2,13415.38,Binance,crypto,"Los Angeles, CA",2026-02-27T03:10:54
b5ebab78-c608-4547-8f08-175244e956df,U3,251.3,Airtel,utilities,"London, UK",2026-02-27T03:10:57
6be466cc-4ee4-4d24-9250-88093d167bd9,U3,376.74,Netflix,entertainment,"Paris, FR",2026-02-27T03:11:00
517d1dc2-0289-4202-94b5-e4e2ad043c5e,U3,133.96,Big Basket,groceries,"London, UK",2026-02-27T03:11:03
efc68977-aada-4487-b04e-c48d145101c3,U1,584.39,Binance,crypto,"London, UK",2026-02-27T03:11:06
b49e476d-587f-47d2-9ee4-62941994cb1d,U2,205.81,Netflix,entertainment,"Tokyo, JP",2026-02-27T03:11:09
542b77c1-087c-49bf-825f-f7da17a4bafc,U3,441.28,Nike,shopping,"Tokyo, JP",2026-02-27T03:11:12
7ae6b67e-a661-4c43-b28d-9d2e1b30da68,U1,487.18,Electricity Board,utilities,"Tokyo, JP",2026-02-27T03:11:15
d1b87515-b7a4-407d-a850-ec000eba5006,U3,18340.88,Airtel,utilities,"Paris, FR",2026-02-27T03:11:18
e0518de0-f537-4354-8079-72b5b2ab71f9,U3,582.26,Netflix,entertainment,"London, UK",2026-02-27T03:11:21
83a6de12-fc5b-4443-92de-c5d460b64db0,U2,400.97,Big Basket,groceries,"Los Angeles, CA",2026-02-27T03:11:24
32db5bef-3f0c-4502-9994-f6aa29cab8e1,U2,721.87,Binance,crypto,"Los Angeles, CA",2026-02-27T03:11:27
3992abc3-a02b-4b68-ac78-dfb44256c0bb,U3,100.92,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T03:11:30
068c418f-8f89-4a27-8a06-0cc26429b847,U1,12899.13,Airtel,utilities,"Los Angeles, CA",2026-02-27T03:11:33
cdec9590-f548-4b03-82ef-8fd2e6a66724,U3,55.81,Netflix,entertainment,"Tokyo, JP",2026-02-27T03:11:36
cfc74c71-abe1-4e4e-8118-112957796822,U1,119.5,Big Basket,groceries,"Los Angeles, CA",2026-02-27T03:11:39
39ad0b56-2368-4443-9866-7f7c27501dc6,U2,23541.59,Airtel,utilities,"Paris, FR",2026-02-27T03:11:42
4908b87c-6fc4-48bc-907d-76daf85aeaa8,U3,321.16,MakeMyTrip,travel,"Paris, FR",2026-02-27T03:11:45
81fb74c0-4f22-481a-9026-96f836aee25f,U3,432.41,Netflix,entertainment,"Tokyo, JP",2026-02-27T03:11:48
8cb31415-b9a8-43b7-9ae6-46c748e01cc5,U3,3484.06,Nike,shopping,"Paris, FR",2026-02-27T03:11:51
15ffb24a-eded-46c9-9611-59a74a1713b2,U2,427.06,MakeMyTrip,travel,"Tokyo, JP",2026-02-27T03:11:54
12e35b3a-4007-4670-8f6a-71094b57d36d,U1,7760.75,MakeMyTrip,travel,"Tokyo, JP",2026-02-27T03:11:57
edfedf0f-eac7-4602-b2f3-684f9e02dc3a,U2,144.45,Electricity Board,utilities,"London, UK",2026-02-27T03:12:00
ffc5427d-13ab-480f-81e5-dd739aca68da,U2,207.21,PVR Cinemas,entertainment,"Tokyo, JP",2026-02-27T03:12:03
86db3fa6-1387-45dc-8dec-9ada85af29c4,U3,426.02,Airtel,utilities,"Tokyo, JP",2026-02-27T03:12:06
0ad6d428-7a5b-4a6d-aa35-e5e89f9a0e1d,U2,7390.61,MakeMyTrip,travel,"New York, NY",2026-02-27T03:12:09
74bd6740-cb31-42b7-9427-ddfcc944213e,U1,62.29,Nike,shopping,"Los Angeles, CA",2026-02-27T03:12:12
89a04c44-6cb4-43b1-8b36-7db1f9d3817a,U3,11.68,Amazon,shopping,"Los Angeles, CA",2026-02-27T03:12:15
88495afe-f03c-4534-bd72-76d791c317d0,U1,3860.78,Big Basket,groceries,"Paris, FR",2026-02-27T03:12:18
b57be7ea-bc17-4054-bdb4-dbbe4d5cec1e,U3,320.2,Uber,travel,"London, UK",2026-02-27T03:12:21
ae5c2bf4-9cef-408c-8ba1-56901fa41a44,U2,734.75,Nike,shopping,"Paris, FR",2026-02-27T03:12:24
8dd90d83-ecfd-46cf-a0e5-7e272a551520,U2,411.95,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T03:12:27
53f6d42c-7d77-40f0-b72b-f5baf6c2526f,U2,112.28,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T03:12:30
db4b8a3f-04c3-454b-96c6-183bdae056cb,U1,317.88,Nike,shopping,"New York, NY",2026-02-27T03:12:33
23cf5966-bd6b-4098-8c68-484b0c11d287,U3,352.49,MakeMyTrip,travel,"Paris, FR",2026-02-27T03:12:36
27f33232-e9a0-4c39-a11e-6e69cfcc8cbf,U2,4175.72,Airtel,utilities,"Tokyo, JP",2026-02-27T03:12:39
0afc421f-1e3a-45ba-a123-0dc89b35dd24,U2,100.37,PVR Cinemas,entertainment,"New York, NY",2026-02-27T03:12:42
f4e8f4cb-2472-4f2c-afef-2692b2d55678,U1,689.86,Amazon,shopping,"Tokyo, JP",2026-02-27T03:12:45
bc485fdf-aa4a-4b92-88f7-90fdaa60e751,U3,19598.07,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T03:12:48
4e673573-7054-4f4b-b26b-46db3707f238,U1,300.87,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T03:12:51
cc2a8eb9-1555-49f2-bd41-b956a6cc847d,U3,5898.48,Uber,travel,"New York, NY",2026-02-27T03:12:55
46f1c8a8-96c2-4599-b5cf-879457eb4343,U2,6338.18,Big Basket,groceries,"Tokyo, JP",2026-02-27T03:12:58
a03d44d9-4ef8-4bff-97b6-28a10af99e26,U2,111.09,MakeMyTrip,travel,"Paris, FR",2026-02-27T03:13:01
bac5703b-cb36-4707-990b-4572efdcc638,U2,786.11,MakeMyTrip,travel,"New York, NY",2026-02-27T03:13:04
b380df03-78ce-49d4-ac27-39a36403da44,U1,708.52,Netflix,entertainment,"New York, NY",2026-02-27T03:13:07
ce131ac0-9bc1-4963-a44c-fe8862ee6afa,U3,149.94,Uber,travel,"Paris, FR",2026-02-27T03:13:10
353749d7-4289-49d2-8026-51a2f337b96f,U2,240.53,Netflix,entertainment,"Los Angeles, CA",2026-02-27T03:13:13
df56dfba-fa26-43c6-8ca4-c2982495b189,U3,218.24,Binance,crypto,"Paris, FR",2026-02-27T03:13:16
6023601a-12fe-480a-b418-b4e009a9a0d5,U3,23677.02,PVR Cinemas,entertainment,"London, UK",2026-02-27T03:13:19
8bf011c4-89dd-43d6-9acd-c58f95b690e6,U2,31.1,Nike,shopping,"Los Angeles, CA",2026-02-27T03:13:22
3f82ff0e-9203-4eb3-9948-8d9cca7acd7c,U1,5957.04,Netflix,entertainment,"Los Angeles, CA",2026-02-27T03:13:25
d96b7d09-b4b0-4d08-9c60-ac4177f4e7f6,U2,623.42,Binance,crypto,"Tokyo, JP",2026-02-27T03:13:28
d01a7df2-6a25-4c6a-989d-fe7762e0e03f,U3,529.57,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T03:13:31
710a20f5-2e24-43e7-b608-ec0cb6e6e187,U2,4290.9,Amazon,shopping,"Paris, FR",2026-02-27T03:13:34
9cbc0da0-b992-4692-a822-c8d76ed2d912,U3,689.13,Binance,crypto,"New York, NY",2026-02-27T03:13:37
0c87dd9a-9e6c-4d25-8a9a-1c0e4298615e,U3,7245.43,Big Basket,groceries,"Los Angeles, CA",2026-02-27T03:13:40
b10e8536-237b-43ce-b203-ff8ace804dd1,U1,672.57,Nike,shopping,"London, UK",2026-02-27T03:13:43
4a1a68af-3412-4edc-8614-0d4d1f47ba31,U1,82.0,Uber,travel,"Los Angeles, CA",2026-02-27T03:13:46
5d48d2d3-c844-451e-b9c5-e3db1f21ee85,U3,166.99,Nike,shopping,"Los Angeles, CA",2026-02-27T03:13:49
eea44ba4-685b-44bd-9dd4-faa1eddf2ca8,U2,546.37,Electricity Board,utilities,"Tokyo, JP",2026-02-27T03:13:52
d01e3fce-00eb-4009-8d88-1c00f6cf8c4d,U3,612.68,Netflix,entertainment,"Tokyo, JP",2026-02-27T03:13:55
ed9e916f-5d81-4609-b91c-971f7094bf36,U1,559.2,Binance,crypto,"Los Angeles, CA",2026-02-27T03:13:58
b277e14a-9337-4562-ab74-a3697840da7e,U1,577.01,Airtel,utilities,"Los Angeles, CA",2026-02-27T03:14:01
bd746560-2169-4336-86fb-ee65b9e2331b,U1,5474.52,MakeMyTrip,travel,"New York, NY",2026-02-27T03:14:04
05955639-e2a6-4be8-898f-fc8196aaf56f,U3,2844.14,Binance,crypto,"Tokyo, JP",2026-02-27T03:14:07
67764d79-23aa-4b93-8ab0-7e6cf36f9a4c,U1,187.61,Amazon,shopping,"London, UK",2026-02-27T03:14:10
5ecfb3ae-3d00-4441-9c2c-1c73be24efe3,U1,561.68,Netflix,entertainment,"New York, NY",2026-02-27T03:14:13
77e0ba4b-9a4a-4afc-aeb9-31f00cfe17d4,U2,352.87,MakeMyTrip,travel,"Paris, FR",2026-02-27T03:14:16
9392dc2c-d003-44fe-b99a-73e2d6748187,U1,6100.15,Uber,travel,"Los Angeles, CA",2026-02-27T03:14:19
261f124c-dc5e-480c-8707-4115eb2ce7f9,U2,132.68,MakeMyTrip,travel,"Paris, FR",2026-02-27T03:14:22
719a28d5-037c-45ed-8453-045ee6be8d3f,U3,182.86,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T03:14:25
6681eb07-efab-4d15-8202-05ddbba9f4e3,U1,582.78,Airtel,utilities,"Tokyo, JP",2026-02-27T03:14:28
c81fe84a-529a-434b-8c58-8fc59f5d53e7,U1,384.04,Amazon,shopping,"London, UK",2026-02-27T03:14:31
228347c2-86dd-45df-954e-9cd88547a50e,U2,58.03,Uber,travel,"Paris, FR",2026-02-27T03:14:34
b197c0fd-224a-4e0e-a95a-da32c66d7e3d,U2,719.77,Netflix,entertainment,"Paris, FR",2026-02-27T03:14:37
fd90815b-665a-4529-ad0d-e9c934913355,U1,445.22,Binance,crypto,"London, UK",2026-02-27T03:14:40
1551b832-a1c4-47c4-87af-76faad2dcfa0,U3,20815.08,Big Basket,groceries,"Paris, FR",2026-02-27T03:14:44
825d967f-6a12-4a17-ac22-1056aa99721c,U2,783.61,Electricity Board,utilities,"New York, NY",2026-02-27T03:14:47
21a136dc-5fdb-495e-90b4-ff926a0a11df,U2,332.72,Uber,travel,"Paris, FR",2026-02-27T03:14:50
76fff1f6-b3f6-4ead-894b-0c2fbf6bad77,U3,560.28,Netflix,entertainment,"London, UK",2026-02-27T03:14:53
4f0814aa-7d18-4a41-807a-c060daa63acb,U3,501.81,Big Basket,groceries,"New York, NY",2026-02-27T03:14:56
106e6dd3-178e-477d-afea-85c576f0d967,U2,412.54,PVR Cinemas,entertainment,"New York, NY",2026-02-27T03:14:59
6b023c59-7d88-4e2c-800a-491dbb5efdd4,U3,19249.35,Airtel,utilities,"Tokyo, JP",2026-02-27T03:15:02
35c62637-07ac-4180-bc21-0d958364c14a,U1,273.92,PVR Cinemas,entertainment,"New York, NY",2026-02-27T03:15:05
7fe2059c-df2e-4a49-99dd-cbeeb2264130,U2,4276.58,Netflix,entertainment,"New York, NY",2026-02-27T03:15:08
6153a19e-2dc3-4540-aa49-cad1340ec64a,U3,4971.65,Amazon,shopping,"Tokyo, JP",2026-02-27T03:15:11
6d095d50-71e0-48af-84c9-816c6a1e168b,U1,676.41,Airtel,utilities,"Los Angeles, CA",2026-02-27T03:15:14
5acd9dc6-c056-4d3a-a3ae-5a91b2cca655,U1,78.45,Electricity Board,utilities,"Paris, FR",2026-02-27T03:15:17
b51b8141-2fde-478c-9437-59dc02e55f96,U3,7312.29,Nike,shopping,"Tokyo, JP",2026-02-27T03:15:20
9bd62b37-7978-4a68-8fc5-c58be28db51a,U3,565.82,Electricity Board,utilities,"New York, NY",2026-02-27T03:15:23
102d5df9-64ae-40ed-9704-9367f56e8f9d,U1,82.38,Nike,shopping,"Tokyo, JP",2026-02-27T03:15:26
b2ef795e-cb33-4a86-846c-8f6595b83239,U2,549.34,MakeMyTrip,travel,"Paris, FR",2026-02-27T03:15:29
80487cf4-3582-4a34-9454-591f727ff0ea,U1,55.08,Uber,travel,"New York, NY",2026-02-27T03:15:32
c171c6de-78ad-42af-8d2b-dac0871c463c,U2,287.78,Binance,crypto,"Paris, FR",2026-02-27T03:15:35
fab6519d-5573-489d-89a8-1582e9718aac,U1,456.35,Amazon,shopping,"Los Angeles, CA",2026-02-27T03:15:38
fbc797b4-533b-444d-8be5-c9a7ffc979d0,U2,22219.52,PVR Cinemas,entertainment,"New York, NY",2026-02-27T03:15:41
c927d377-da5a-4f30-94af-05d4d37443da,U1,2913.07,Big Basket,groceries,"Tokyo, JP",2026-02-27T03:15:44
4a8f088a-07a3-4af2-8ddd-7667e4d54e28,U1,555.78,Binance,crypto,"Los Angeles, CA",2026-02-27T03:15:47
a068a915-d471-4c00-8f77-31e8df634238,U2,12.09,Amazon,shopping,"New York, NY",2026-02-27T03:15:50
ff57e17b-ba5a-4887-a652-c8df5417db66,U1,250.84,Amazon,shopping,"Los Angeles, CA",2026-02-27T03:15:53
83297730-8834-458a-be72-2589658d7337,U2,531.53,Electricity Board,utilities,"Tokyo, JP",2026-02-27T03:15:56
471df486-26f8-49c3-b479-6ae9952071a4,U2,440.57,Amazon,shopping,"Tokyo, JP",2026-02-27T03:15:59
7d38d854-b295-4ace-a1ed-d1ddda0b82a9,U1,593.69,PVR Cinemas,entertainment,"New York, NY",2026-02-27T03:16:02
0c7c2fee-d6dd-457e-b8fc-a5f1c6a7ab68,U1,61.11,Nike,shopping,"Los Angeles, CA",2026-02-27T03:16:05
a5aff210-820a-4e0c-9c61-8bc88dac88a0,U3,22464.69,Amazon,shopping,"London, UK",2026-02-27T03:16:08
eef13551-13fb-4a76-9159-ee2f9e4e83f0,U3,4764.04,PVR Cinemas,entertainment,"New York, NY",2026-02-27T03:16:11
28ebd1fc-b0f4-482e-a6d6-95e8054dbb49,U3,232.66,Big Basket,groceries,"New York, NY",2026-02-27T03:16:14
a07a644b-dba5-429b-b59a-a3dc990be6a2,U1,551.77,Nike,shopping,"London, UK",2026-02-27T03:16:17
d7887852-2b68-4965-b539-5c937c7e7de9,U1,619.95,Airtel,utilities,"London, UK",2026-02-27T03:16:20
fbe1c4e6-5b35-4680-95ee-ee437ac260ee,U3,640.26,PVR Cinemas,entertainment,"Paris, FR",2026-02-27T03:16:24
56480371-98a2-48f4-82f1-db08d8633a4b,U3,545.89,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T03:16:27
8718c529-9d02-442f-8db9-96413497d666,U2,22973.79,Nike,shopping,"Tokyo, JP",2026-02-27T03:16:30
2932de22-a3fd-4131-872a-696292f1822b,U3,561.13,Electricity Board,utilities,"New York, NY",2026-02-27T03:16:33
ceb27e38-3dfa-45c9-a5ae-b552f4f62b2a,U3,346.83,Uber,travel,"Tokyo, JP",2026-02-27T03:16:36
a93ff7c6-6bee-4c06-9d55-72cb16650186,U1,333.65,Amazon,shopping,"Paris, FR",2026-02-27T03:16:39
22181816-784f-4659-b507-e5c11cc9409b,U1,64.95,Airtel,utilities,"Tokyo, JP",2026-02-27T03:16:42
832da96e-c3a2-43cd-8f58-349f072efd0a,U2,357.65,Uber,travel,"Tokyo, JP",2026-02-27T03:16:45
aa79533c-6e16-417d-8f7e-d21f2af5c6e7,U3,287.98,Airtel,utilities,"Paris, FR",2026-02-27T03:16:48
1f84cf79-74b2-4694-9cfa-bfdfbefa5419,U2,396.66,Netflix,entertainment,"London, UK",2026-02-27T03:16:51
3ac36083-7ee9-4a31-a40e-1edc6d5da5b3,U1,616.91,Amazon,shopping,"Tokyo, JP",2026-02-27T03:16:54
11cb7b23-78db-437e-be19-72ba3ccb2d79,U2,31.57,Binance,crypto,"Tokyo, JP",2026-02-27T03:16:57
4386891c-827e-4609-8850-8f1e9a9e8091,U2,746.04,PVR Cinemas,entertainment,"London, UK",2026-02-27T03:17:00
1f37d944-0180-42c9-a950-e0cdb3cb00a0,U3,17515.19,Airtel,utilities,"Paris, FR",2026-02-27T03:17:03
9af65a94-35cc-4163-91ba-8e0ce1800112,U1,470.35,Electricity Board,utilities,"Tokyo, JP",2026-02-27T03:17:06
89f28913-aac7-4d6c-9828-140cc2a539a9,U3,346.61,Uber,travel,"New York, NY",2026-02-27T03:17:09
fbf3d7fc-8b43-43d1-b68b-4a2f3b5a139c,U1,17765.42,Netflix,entertainment,"Los Angeles, CA",2026-02-27T03:17:12
647354b6-4557-41b0-b4fd-f6ad2daa88d1,U3,485.43,Binance,crypto,"Tokyo, JP",2026-02-27T03:17:15
6c5985f8-77c8-4ff5-a03b-2abe7aadcad7,U3,728.55,Nike,shopping,"New York, NY",2026-02-27T03:17:18
b2de3c1a-240f-4af5-96f6-57cba8e5af72,U3,350.39,Airtel,utilities,"Tokyo, JP",2026-02-27T03:17:21
32fa55f7-bfcc-4ad6-b265-12aaa4697661,U1,55.32,Airtel,utilities,"Los Angeles, CA",2026-02-27T03:17:24
349e42e9-7b1f-4313-88db-64a74135b08f,U2,7120.23,Electricity Board,utilities,"New York, NY",2026-02-27T03:17:27
dba3fd7d-fde6-4140-884f-d1f613c76f75,U2,669.38,MakeMyTrip,travel,"Tokyo, JP",2026-02-27T03:17:30
36573dc9-bb6a-4a54-8e6e-fc7db7cf5e46,U2,684.41,Binance,crypto,"Tokyo, JP",2026-02-27T03:17:33
50b59dd2-fde4-4c0c-bb6a-509e6e94353a,U3,732.46,Airtel,utilities,"New York, NY",2026-02-27T03:17:36
cced9dc0-c619-4a2c-8cc0-c047aa003d0a,U3,617.59,Uber,travel,"Los Angeles, CA",2026-02-27T03:17:39
538d0732-4077-46bd-b450-1f0a5317bb84,U3,2588.64,PVR Cinemas,entertainment,"Tokyo, JP",2026-02-27T03:17:42
ecafb1b9-bea0-411a-8c80-bf01a440bb26,U2,203.63,Netflix,entertainment,"Tokyo, JP",2026-02-27T03:17:45
6fe0852a-ddef-4c09-bcfc-dd9fb1efbd3d,U1,765.27,Big Basket,groceries,"Los Angeles, CA",2026-02-27T03:17:48
240a0ecb-d827-4715-b75b-778059197133,U2,337.61,Big Basket,groceries,"New York, NY",2026-02-27T03:17:51
f70a067a-7421-4ae8-9e9c-72e18712dbc7,U2,106.47,PVR Cinemas,entertainment,"London, UK",2026-02-27T03:17:54
9f7f393e-2278-42c1-a76b-a18284d7c815,U3,363.27,MakeMyTrip,travel,"Paris, FR",2026-02-27T03:17:57
3c533672-5c3a-41cf-b278-ccbaa8e8b228,U3,430.0,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T03:18:00
b69d65e7-2a74-4ff3-b486-fac6410b1224,U3,418.38,PVR Cinemas,entertainment,"Tokyo, JP",2026-02-27T03:18:03
65ed52fa-8637-4f4f-882d-8e68b36e87d4,U3,353.91,Netflix,entertainment,"Paris, FR",2026-02-27T03:18:06
534edda4-752c-494f-b3af-17bbb0b79135,U3,453.76,PVR Cinemas,entertainment,"Paris, FR",2026-02-27T03:18:09
bd48bc3b-de2e-4084-912f-5291c140069e,U3,360.13,Amazon,shopping,"Tokyo, JP",2026-02-27T03:18:12
c22e849d-6660-44fd-bb72-3f0c5373f375,U2,70.43,Netflix,entertainment,"New York, NY",2026-02-27T03:18:15
be5a935f-92e8-4328-9e33-c208e97ecac3,U3,128.62,Netflix,entertainment,"Paris, FR",2026-02-27T03:18:19
11f52990-46c0-4912-bdce-095d369af993,U1,719.48,Netflix,entertainment,"Tokyo, JP",2026-02-27T03:18:22
2744b13b-a0a1-48d9-a9e0-b587e450b579,U2,16730.23,Nike,shopping,"Paris, FR",2026-02-27T03:18:25
22f10c96-5664-4c9e-8612-38e775abd23c,U3,499.31,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T03:18:28
6d30fb80-c240-417b-84a0-bc0f7713e8d6,U2,62.51,Netflix,entertainment,"Paris, FR",2026-02-27T03:18:31
af06d54b-c12a-47cc-9229-9ea6f75920b8,U1,494.6,Binance,crypto,"London, UK",2026-02-27T03:18:34
49004ae3-b25f-4a20-9ddf-d3b460b73e10,U1,104.18,Big Basket,groceries,"London, UK",2026-02-27T03:18:37
ec6a3577-9948-4a0e-9baf-644b0a230fcc,U2,781.92,PVR Cinemas,entertainment,"Paris, FR",2026-02-27T03:18:40
997a22d7-49ec-4f42-97bf-4bb6134ed572,U2,109.66,Binance,crypto,"London, UK",2026-02-27T03:18:43
cc531ccc-8f4f-47d1-8caa-26793f144fc8,U1,719.42,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T03:18:46
a991cb61-44f1-4134-86fa-d83c29dafdf6,U3,5893.08,Airtel,utilities,"London, UK",2026-02-27T03:18:49
66e77d50-d59f-4e5f-8e4b-846c60e85ca4,U1,608.21,Netflix,entertainment,"Paris, FR",2026-02-27T03:18:52
f6eb8834-1456-4e30-889e-d3144322dd3a,U1,129.28,Big Basket,groceries,"Los Angeles, CA",2026-02-27T03:18:55
1369133e-ac8b-47d5-ba4b-3d46065ca70d,U1,432.15,MakeMyTrip,travel,"New York, NY",2026-02-27T03:18:58
5d5a0aaf-f9b4-4efa-9ffd-b36aba4a8972,U3,313.9,PVR Cinemas,entertainment,"Tokyo, JP",2026-02-27T03:19:01
8c991567-4855-44cb-9a8f-f90984504dc3,U1,5081.33,Nike,shopping,"Los Angeles, CA",2026-02-27T03:19:04
66f07771-028e-4f8c-9290-e7ad3cdf01b2,U1,148.58,Uber,travel,"New York, NY",2026-02-27T03:19:07
b14b211e-e2d5-4470-8f81-01627ed06826,U2,117.55,Amazon,shopping,"Tokyo, JP",2026-02-27T03:19:10
080b9bec-a3bc-4a5c-9c18-0ca21e83becc,U3,20092.04,Netflix,entertainment,"New York, NY",2026-02-27T03:19:13
3d97c6e9-a4ca-480f-a0c0-542e658bb51d,U2,462.19,Amazon,shopping,"Los Angeles, CA",2026-02-27T03:19:16
8b3eeff6-c941-452d-b67c-18a30937fc83,U1,703.49,Nike,shopping,"London, UK",2026-02-27T03:19:19
48f1e065-772a-4e94-a30a-da836549d953,U1,7.45,Big Basket,groceries,"Paris, FR",2026-02-27T03:19:22
eb659873-337c-408f-8940-165636aaac40,U2,770.49,PVR Cinemas,entertainment,"Paris, FR",2026-02-27T03:19:25
4825bb9e-f8e0-4d04-9cfc-9a3f992d1b7b,U3,3657.22,PVR Cinemas,entertainment,"Paris, FR",2026-02-27T03:19:28
abff50fe-4640-46ce-ab8b-be3bcb336c47,U3,620.57,Netflix,entertainment,"London, UK",2026-02-27T03:19:31
77759360-36a8-4196-a87a-7f20359f8fe8,U2,719.43,Nike,shopping,"New York, NY",2026-02-27T03:19:34
0c3c6f28-fa0a-456b-8747-20d3bc4d6606,U3,699.24,Nike,shopping,"London, UK",2026-02-27T03:19:37
8c1140dd-999d-40d4-a36d-6f8cfe0041df,U2,59.6,Binance,crypto,"New York, NY",2026-02-27T03:19:40
f26e42c3-6ade-4084-9a3f-c93d1ecc21e9,U3,772.5,Electricity Board,utilities,"Tokyo, JP",2026-02-27T03:19:43
39bad0ee-e9bc-44a7-81d0-a5bca8dc0512,U2,7098.03,Binance,crypto,"Los Angeles, CA",2026-02-27T03:19:46
22e9fa6e-b600-4565-972b-eb4f2a70466a,U2,416.08,Nike,shopping,"Tokyo, JP",2026-02-27T03:19:49
e46d350e-f0b3-4eb1-8289-94e3c3069a96,U1,473.3,Nike,shopping,"Tokyo, JP",2026-02-27T03:19:52
b2813609-5f53-4f43-9cbb-2b7ecdbe0fb7,U2,686.69,Nike,shopping,"London, UK",2026-02-27T03:19:55
465ecc5b-610d-45e8-a8d9-f18b5065344c,U3,390.97,Uber,travel,"London, UK",2026-02-27T03:19:58
97b3964c-bae3-42d1-b521-ad5d39cce8d1,U3,32.46,Electricity Board,utilities,"Tokyo, JP",2026-02-27T03:20:01
59c97f36-feb9-4845-9cd9-09bb6566f94f,U1,571.65,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T03:20:04
71d9cab5-69e2-4d9a-9aff-a9204226f2e5,U2,7360.8,PVR Cinemas,entertainment,"Paris, FR",2026-02-27T03:20:08
3dda9c26-6d5e-47d4-9250-c206bd1d4070,U1,3037.27,MakeMyTrip,travel,"New York, NY",2026-02-27T03:20:11
7537404f-1357-4312-9dd7-cec8c44acbab,U1,297.08,Electricity Board,utilities,"London, UK",2026-02-27T03:20:14
6beef173-1a22-417a-ab79-8d429ec4de15,U2,15001.66,Amazon,shopping,"Tokyo, JP",2026-02-27T03:20:17
bec29ea1-e5cd-484e-82c5-0792078e2066,U3,249.93,Electricity Board,utilities,"Paris, FR",2026-02-27T03:20:20
534277c1-8902-4708-bece-c35a64ac7abb,U2,228.73,Uber,travel,"Paris, FR",2026-02-27T03:20:23
9761f2e2-990d-487a-8470-2d2658e55716,U3,483.66,Netflix,entertainment,"London, UK",2026-02-27T03:20:26
67af5cf0-924b-4633-b5d6-662c475c52b8,U1,2604.05,MakeMyTrip,travel,"Paris, FR",2026-02-27T03:20:29
190ce5e6-b963-42ca-8df4-590b52d321f2,U1,511.69,Amazon,shopping,"New York, NY",2026-02-27T03:20:32
fe0d4824-efed-4cca-9d42-444d375d8a7e,U2,3304.47,Nike,shopping,"New York, NY",2026-02-27T03:20:35
09c62b71-61ad-41fd-b4a4-d77ad6ad9ed4,U3,627.42,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T03:20:38
56719858-0d05-475b-9bb0-217070ac4c8a,U3,751.14,Netflix,entertainment,"Los Angeles, CA",2026-02-27T03:20:41
db2e7338-cd6a-40f2-b8c2-386f8570130f,U1,252.16,PVR Cinemas,entertainment,"New York, NY",2026-02-27T03:20:44
3cb7e803-5407-4d93-932c-b890761f26a4,U3,588.13,Amazon,shopping,"London, UK",2026-02-27T03:20:47
1d44270b-dc52-471e-823b-3294f672aa2b,U2,421.34,Uber,travel,"Los Angeles, CA",2026-02-27T03:20:50
15b57fc9-7723-45eb-91df-eab9a5e7dfe1,U2,665.92,Amazon,shopping,"Tokyo, JP",2026-02-27T03:20:53
9e75c136-d58f-4bcf-8758-9291b87ee9b7,U2,17809.18,Uber,travel,"Tokyo, JP",2026-02-27T03:20:56
17fe8a41-eaf5-44d7-80e4-160a7ea32502,U2,538.96,Nike,shopping,"Tokyo, JP",2026-02-27T03:20:59
37033bd7-2031-4e3b-8e6c-abc6b49260b3,U3,338.63,Uber,travel,"Tokyo, JP",2026-02-27T03:21:02
fec93c74-b6ed-4e3e-b535-e3d131d4e59f,U1,141.16,Airtel,utilities,"Paris, FR",2026-02-27T03:21:05
090d17bb-0501-4199-a786-ac4f5d87379a,U2,678.67,PVR Cinemas,entertainment,"Tokyo, JP",2026-02-27T03:21:08
5e2a94c9-381d-409a-be99-d20bce097878,U3,744.46,Nike,shopping,"Los Angeles, CA",2026-02-27T03:21:11
3e8e8863-f917-45c2-87d5-64c59d511159,U1,525.79,MakeMyTrip,travel,"Tokyo, JP",2026-02-27T03:21:14
5a58734e-63df-4a11-9169-f2cac30fba7f,U3,416.15,Binance,crypto,"Paris, FR",2026-02-27T03:21:17
51151516-97b1-4d5b-b850-67e2d5783103,U2,14.78,Nike,shopping,"Los Angeles, CA",2026-02-27T03:21:20
fbadfd39-2faa-415e-9a6b-c6d38bb93993,U1,320.03,PVR Cinemas,entertainment,"Paris, FR",2026-02-27T03:21:23
